"AT","V","AP","RH","y"
14.71,44,1024.98,85.08,462.87
9.13,39.04,1022.36,74.6,483.24
27.5,59.54,1004.88,72.7,438.81
12,41.17,1019.48,58.71,474.4
8.94,42.07,1018.9,85.93,473.34
8.8,39.42,1025.17,68.72,476.5
5.4,39.4,1011.45,91.84,485.86
8.64,41.66,1014.14,80.44,481.89
22.21,69.71,1009.69,96.85,440.14
23.45,66.25,1009.1,90.28,443.44
15.9,39.99,1007.03,78.49,465.5
10.33,44.92,1025.34,85.67,476.99
29.51,75.6,1017.92,50.61,431.18
28.41,66.91,1008.22,57.93,440.52
31.07,70.32,1011.74,65.91,436.16
11.34,43.67,1011.54,87.95,472.77
12.77,41.5,1014.13,86.8,470.68
29.42,79.74,1007.24,61.26,437.61
29.48,73.21,1000.67,79.35,433.53
25.36,74.99,1002.21,65.96,440.25
10.11,44.85,1014.2,84.81,478.71
32.29,64.96,1002.13,42.61,430.58
13.77,43.13,1016.63,62.13,468.45
18.9,60.07,1016.02,71.38,451.5
27.12,70.32,1009.94,52.67,429.08
7.29,41.04,1024.06,89.19,474.71
11.8,43.22,1008.57,78.01,469.55
24.32,59.14,1017.46,80.14,438.08
12.47,38.25,1012.74,82.89,469.56
23.17,51.19,1009.5,76.15,441.77
18.9,47.83,1005.31,77.79,455.94
17.06,52.9,1019.76,80.9,460.82
22.92,58.62,1016.37,71.38,447.48
30.24,69.88,1007.9,61.46,436.37
7.97,39.04,1018.51,65.17,483.3
26.38,49.5,1012.82,37.19,457.81
22.7,63.56,1014.32,71.76,445
16.4,38.01,1022.2,73.05,463.79
9.14,40.6,1015.34,88.91,483.57
19.59,59.87,1018.28,84.83,449.74
18.58,44.6,1016.61,48.15,459.06
12.85,40,1015.89,68.85,463.74
26.12,75.6,1017.41,72.31,439.68
13.02,45.51,1015.24,80.05,468.46
8.27,37.7,1015.09,73.64,479.16
18.63,45.87,1007.98,79.9,453.79
30.22,68.3,1014.91,34.9,434.3
24.85,71.98,1005.97,95.09,433.64
30.58,68.84,1011.34,51.29,439.71
30.8,70.94,1007.06,63.09,432.44
14.94,42.77,1018.9,73.95,462.67
24.61,62.96,1020.1,63.83,445.79
12.31,37.73,1023.3,63.01,472.08
32.51,73.56,1007.06,59.6,435.23
13.53,38.73,1004.86,85.38,472.46
22.11,59.44,1012.82,84.67,448.15
19.73,69.51,1013.14,61.84,450.99
10.23,42.32,1017.53,89.93,473.59
16.65,49.69,1014.01,91,460.03
11.68,39.22,1017.9,57.95,471.8
18.89,67.71,1003.92,86.12,443.54
15.89,41.7,1018.93,82.68,463.33
24.66,57.43,1013.17,71.82,445.41
19.98,56.53,1020.22,73.53,454.89
20.6,59.15,1013.32,91.07,443.76
7.36,41.01,1025.49,96.48,477.37
13.9,40.2,1013.13,89.91,464.17
13.27,42.28,1008.3,86.2,468.86
21.67,62.39,1007.98,92.96,445.85
33.24,74.34,1002.58,45.05,435.5
17.62,43.69,1016.49,67.92,465.93
21.83,63.13,1013.4,85.82,443.41
29.08,67.79,1010.91,55.96,442.78
13.5,44.92,1023.87,87.17,468.85
20.19,62.26,1011.37,89.69,443.58
15.15,39.58,1011.94,73.63,466.78
27.46,68.08,1013.06,46.49,433.72
25.84,69.14,1009.22,88.47,431.35
25.26,52.3,1006.65,64.64,442.76
24.81,66.44,1011.19,69.96,435.79
21.24,44.3,1014.34,83.39,444
15.32,45.01,1013.3,83.72,459.31
13.74,41.16,1010.74,87.69,473.19
14.32,45.08,1023.24,84.53,467.21
10.05,40.71,1015.51,84.21,471.68
21.29,59.04,1012.49,84.23,445.37
6.9,40.71,1021.78,94.8,471.43
25.17,68.08,1012.83,60.87,437.01
23.61,49.16,1002.39,65.63,443.5
26.13,79.74,1005.61,90.27,431.29
12.32,41.62,1012.16,88.37,455.71
20.01,52.9,1018.05,58.88,455.57
7.7,40.35,1011.72,92.88,484.57
23.74,62.96,1019.65,63.39,449.48
5.17,39.33,1009.68,94.19,485.46
32.06,75.33,1001.96,63.15,432.92
26.48,73.06,1008.07,90.73,433.31
14.47,41.76,1021.98,78.41,464
24.42,63.31,1012.64,71.8,438.39
23.83,58.79,1009.77,78.13,444.34
33.13,74.34,999.57,48.34,433.73
19.96,56.03,1020.59,64.95,454.67
30.8,69.14,1007.68,63.78,433.62
18.32,45,1022.67,46.38,471.43
10.12,41.55,1005.78,62.34,475.46
24.7,58.46,1015.58,68.64,439.7
23.43,69.23,1013.09,63.48,441.6
30.82,78.87,1012.06,70.69,432.01
26.33,64.45,1013.12,43.31,450.67
21.91,48.7,1006.89,83.97,449.8
27.29,64.45,1013.46,45.35,446.94
13.93,44.9,1022.15,85.93,470.59
10.8,41.74,1020.24,78.62,479.32
25.95,73.77,1001.35,92.67,432.21
9.95,41.82,1033.09,69.44,477.52
24.56,60.27,1017.63,74.5,440.31
7.62,44.71,1020.56,69.96,486.07
19.15,44.89,1009.6,74.52,451.09
18.92,44.06,1017.47,68.75,453.72
27.16,47.43,1009.17,45.79,442.85
29.64,69.51,1012.13,44.65,428.69
13.16,43.71,1024.44,85.68,469.06
31.53,70.36,1006.29,57.11,438.71
14.77,39.16,1016.12,81.88,470.39
11.21,44.03,1007.95,93.03,471.79
27.78,72.43,1006.72,74.53,429.62
17.05,44.88,1017.69,88.19,459.63
19.12,58.79,1017.34,92.45,447.02
27.88,62.66,1009.51,56.44,441.32
28.85,59.27,1011.69,51.8,440.3
21.94,50.32,1008.44,86.98,444.89
14.46,45.87,1009.21,84.09,464.5
25.66,61.08,1013,71.21,446.05
29.12,74.87,1009.85,62.51,435.51
20.11,50.78,1008.73,93.24,447.42
23.72,66.48,1003.61,73.75,436.62
13.14,43.71,1024.47,87.42,467.07
23.39,63.94,1010.54,89.94,441.44
24.7,58.82,1009.4,75.91,442.98
26.88,73.56,1004.85,94.36,430.63
25.09,65.38,1009.99,54.28,453.58
11.06,40.64,1021.47,96.16,479.13
6.13,40.81,1026.31,91.66,483.8
17.8,62.26,1011.81,89.81,451.62
6.45,40.02,1032.08,79.7,481.36
14.79,47.83,1007.27,92.04,463.22
28.51,76.09,1007.88,78.2,438.28
11.72,40.92,1023.35,88.55,465.88
29.91,76.86,998.59,72.41,432.6
15.25,39.58,1012.1,73.05,466.21
18.87,52.05,1012.02,53.46,458.64
27.64,75.6,1017.35,54.78,441.04
22.63,70.47,1008,82.27,441.92
8.33,39.72,1020.24,82.84,479.12
18.62,65.48,1018.45,73.39,451.94
29.86,70.8,1010.22,70.36,437.47
16.75,36.99,1006.42,87.18,464.18
32.8,68.67,1005.27,44.53,432.28
25.99,49.82,1015.95,58.56,452.09
27.41,59.21,1013.3,50.93,438.39
31.1,71.32,1008.09,45.87,437.54
24.82,74.87,1010.28,73.54,434.46
30.31,77.24,1008.02,67.84,435.28
18.94,48.7,1008.5,94.83,451.38
7.54,40.72,1023.82,85.15,485.92
6.8,41.16,1023.17,95.4,477.8
27.06,77.17,1008.71,90.6,432.2
26.26,74.9,1003.85,81.94,437.44
17.01,50.9,1013.23,82.03,460.14
27.66,59.21,1013.12,51.58,438.57
22.99,46.21,1010.71,60.11,444.36
13.01,41.58,1020.82,78.41,464.64
16.14,54.3,1017.93,65.68,460.73
17.66,60.08,1017.22,86.96,456.62
27.81,64.69,1006.59,71.75,437.02
20.78,58.86,1016.02,77.29,446.2
16.78,39.63,1005.84,87.91,465.97
27.75,65.34,1014.8,45.91,440.83
19.89,69.48,1011.06,86.73,447.63
23.04,74.99,1005.44,92.86,437.65
22.69,54.2,1012.92,65.55,444.26
14.11,45.08,1023.27,83.22,464.7
22.3,57.19,1006.4,75.28,445.1
12.91,40.73,1017.66,93.66,464.61
11.2,41.54,1019.94,67.18,479.03
7.64,40.81,1026.67,95.24,483.38
14.45,44.84,1023.28,82.79,461
17.29,42.86,1014.38,72.3,464.27
27.06,43.77,1011.02,42.61,442.15
26.16,70.04,1009.63,73.22,432.56
22.2,63.94,1017.38,56.17,445.6
26.39,49.16,1005.68,56.18,442.87
12.35,40.73,1019.03,95.53,466.71
14.66,41.76,1022.12,78.13,463.6
31.92,75.33,1001.81,61.97,436.38
19.74,45.38,1015.11,80.67,459.39
29.79,77.17,1009.68,64,432.84
23.08,61.86,1013.44,84.64,441.44
24.65,71.98,1006.46,91.11,431.77
26.3,69.05,1005.37,41.7,438.12
20.48,60.29,1017.16,72.1,455.51
31.63,70.17,999.4,59.94,432.07
21.75,50.12,1009.36,94.41,446.64
9.68,39.96,1026.09,99.28,470.22
18.93,67.71,1005.04,82.4,444.55
29.72,68.24,1009.92,66.42,426.54
11.32,36.18,1015.03,64.68,472.67
26.79,77.95,1009.9,80.22,437.91
26.03,69.68,1011.61,60.75,449.54
20.71,49.69,1010.26,69.97,455.69
17.58,39.63,1004.84,80.43,467.33
18.23,45.01,1012.24,73.86,454.06
24.59,60.37,1005.31,76.81,438.09
22.56,70.79,1005.85,93.09,435.14
13.67,38.53,1009.3,81.85,470.39
3.82,35.47,1016.62,84.34,489.04
13.8,39.39,1013.85,81.95,471.7
29.07,51.43,1006.22,61.58,438.79
29.63,69.59,1008.3,72.53,438.64
8.3,36.3,1015.97,60.62,480.58
27.91,72.24,1010.74,70.8,430.73
10.51,44.78,1012.59,85.29,474.77
10.11,52.75,1021.79,76.08,470.35
7.77,35.77,1016.53,73.79,479.68
7.91,37.8,1020.59,61,483.49
17.26,49.78,1007.38,100.06,453.54
17.27,43.52,1021.37,76.73,460.08
31.7,76.09,1007.06,72.39,441.36
21.88,59.39,1015.58,87.19,442.92
20.94,58.16,1016.88,65.43,455.16
16.57,41.79,1005.82,72.25,452.84
30.52,70.04,1010.62,54.47,431.14
13.45,45.87,1008.42,87.74,464.59
24.4,60.32,1016.5,70.96,447.73
25.9,48.92,1009.82,35.42,443.8
25.03,60.84,1017.69,59.23,441.58
5.79,38.68,1017.19,70.46,487.4
15.66,43.99,1021.18,88.62,467.57
21.22,59.15,1014.68,59.71,450.96
22.49,58.82,1009.73,85.19,444.11
12.24,41.62,1013.38,90.26,461.23
9.6,41.82,1032.93,72.63,475.01
18.22,45.09,1013.62,75.56,454.74
13.73,45.08,1023.55,81.64,470.35
12.14,45,1023.9,89.2,476.6
28.33,64.96,999.71,69.66,427.42
13.78,45.78,1025.27,95.72,462.88
26.06,67.83,1009.26,66.37,432.28
14.93,41.79,1008.88,81.48,456.75
21.1,49.16,1006.76,86.08,442.78
23,66.05,1020.61,80.29,421.57
27.75,70.4,1006.65,90.21,436.53
25.87,59.43,1008.34,65.83,440.26
26.14,71.98,1005.98,82.45,428.91
25.43,70.17,1000.46,87.84,436.43
8.33,38.08,1018.94,73.78,481.89
13.55,40.1,1015.7,86.68,474.59
21.2,59.39,1014.04,85.06,444.57
19.13,50.78,1008.51,87.54,447.03
10.87,42.02,1002.08,95.22,472.63
16.43,41.79,1005.47,76.89,455.85
13.65,39.28,1012.97,79.64,471.91
22.58,41.54,1013.21,71.33,460.95
9.33,42.49,1008.93,82.59,478.43
25.11,56.89,1013.33,67.31,441.51
12.59,44.34,1017.01,85.57,474.11
16.05,41.96,1011.82,96.05,463.72
27.71,72.99,1007.18,72.68,433.01
28.42,73.5,1011.23,72.79,435.59
18.35,62.1,1019.97,78.36,455.29
24.34,66.05,1019.26,74.58,440.67
14.6,44.84,1023.58,88.21,464.88
19.11,44.85,1014.76,45.86,464.66
30.15,70.32,1007.58,54.14,426.8
26.24,70.36,1005.4,82.43,437.31
10.73,25.36,1009.35,100.15,469.43
27.59,54.2,1013.1,51.61,439.31
15.77,58.16,1016.09,82.56,450.11
23.83,64.15,1020.93,63.86,447.95
14.42,44.66,1016.1,93.89,461.34
22.58,58.12,1014.88,80.59,448.32
24.22,56.89,1013.81,70.02,440.79
25.5,58.79,1016.02,64.4,440.01
29.43,66.75,1017.63,42.72,434.6
8.99,36.66,1028.11,71.98,481.03
25.13,68.63,1013.57,43.44,446.36
17.9,48.98,1014.17,80.4,453.02
19.35,43.43,1009.4,66.11,454.02
24.52,59.15,1014.03,74.83,439.55
28.9,60.07,1015.96,45.06,440.62
19.02,50.66,1013.04,85.25,455.42
18.99,59.27,1012.15,89.39,453.4
13.72,45.09,1012.95,87.41,466.24
11.83,44.21,1019.37,85.31,463.62
22.44,58.16,1017.28,63.68,452.71
12.95,41.38,1021.97,53.83,474.46
32.69,72.86,1003.57,56.84,431.76
33.6,74.33,1012.31,35.66,428.62
17.82,49.15,1020.73,70.25,457.35
23.5,54.42,1012.31,68.29,455.38
23.33,54.2,1012.47,79.48,440.11
14.32,71.14,1019.87,79.15,460.02
15.71,40.12,1012.81,97.46,462.6
15.3,43.14,1015.11,71.35,466
27.11,48.6,1002.78,53.39,439.4
18.13,66.86,1012.9,78.84,454.85
27.34,71.29,1008.32,56.51,434.94
23.42,73.17,1012.07,88.39,438.22
23,60.27,1018.72,84.25,442
13.65,41.58,1020.56,72.17,460.8
8.25,43.14,1011.3,87.1,479.95
15.34,71.14,1019.79,77.56,457.1
11.01,40.05,1015.46,89.22,474.2
26.69,79.74,1008.29,73.79,431.41
18.61,63.09,1019.37,83.08,449.81
28.8,73.4,1011.34,54.01,439.65
12.38,44.2,1020.23,81.5,467.04
11.3,40.55,1005.97,97.99,476.72
18.21,49.69,1013.54,80.16,454.25
30.02,69.04,1009.68,56.01,440.49
20.19,66.86,1012.97,64.7,454.84
15.85,49.69,1015.33,89.24,469.4
21.14,58.98,1009.05,94.36,448.31
27.5,65.59,1011.23,65.37,441.27
25.53,57.17,1010,72.57,442.12
30.25,71.8,1010.87,60.4,437.28
27.52,67.9,1005.65,59.52,439.01
28.41,75.6,1018.48,56.07,440.28
23.95,66.48,1003.55,73.68,431.87
23.84,49.21,1013.6,47.63,447.03
18.48,52.05,1012.41,68.2,458.62
16.84,56.03,1020.25,70.37,437.14
25.68,70.17,1001.38,85.89,433.92
13.43,40.1,1015.82,87.9,471.77
31.97,69.04,1008.5,47.69,441.18
23.63,63.57,1011.05,87.96,449.01
10.05,40.23,1019.71,90.41,475.48
13.86,40.66,1017.15,83.82,463.49
28.62,69.71,1009.67,62.12,437.52
25.65,43.77,1011.65,46.18,444.01
11.56,41.62,1012.5,91.42,460.6
13.44,39.39,1012.93,84.29,469.67
13.79,42.07,1018.27,88.06,462.25
19.68,51.19,1008.64,94.88,452.04
19.68,68.28,1002.62,71.57,452.47
17.9,58.33,1013.6,85.81,452.28
25.56,74.99,1005.41,85.75,433.63
19.09,66.51,1015.11,76.38,458.41
18.09,48.92,1010.6,52.11,455.07
19.35,39.72,1002.5,51.24,455.29
14.4,41.26,1021.41,73.11,462.78
12.68,40.69,1014.46,79.77,475.37
7.21,42.03,1017.81,90.12,482.26
30.01,68.27,1006.88,51.67,428.6
22.76,57.5,1014.75,74.38,451.7
29.39,68.24,1009.06,66.76,427.96
24.17,59.44,1012.66,78.53,447.13
18.15,41.23,993.82,61.21,456.32
28.5,73.77,1002.82,86.38,431.7
25.95,59.14,1016.42,67.03,438.46
11.05,40.71,1024.91,76.42,479.59
12.82,46.18,1018.53,88.46,466.06
8.77,40.77,1011.54,89.58,480.56
26.86,71.32,1007.38,81.14,430.44
10.23,42.07,1017.93,91.1,475.14
28.96,66.54,1002.54,56.33,429.48
12.54,40.8,1024.56,68.97,479.65
25.88,66.48,1004.24,63.16,434.4
25.93,66.56,1004.97,76.35,433.25
23.82,60.32,1016.61,75.29,445
20.58,49.15,1021.42,56.15,453.87
23.7,62.91,1012.26,57.89,444.99
4.15,39.9,1008.84,96.68,491.22
25.03,47.93,1003.02,62.89,443.55
20.56,64.45,1012.24,53.09,458.97
16.38,55.5,1019.8,82.44,464.58
14.02,40.1,1015.56,82.44,467.32
28.29,68.08,1010.77,53.92,430.93
25.63,58.86,1014.86,52.75,443.84
31.17,69.51,1010.51,43.11,428.94
21.76,60.27,1018.96,85.06,446.86
25.42,75.6,1017.39,77.63,438.24
19.69,56.65,1020.86,70.02,454.87
29.28,65.71,1013.76,48.05,445.49
14.8,44.71,1014.67,41.71,470.77
16.23,43.52,1020.13,76.3,464.74
10.32,41.01,1021.04,95.3,467.81
10.31,45.01,1018.42,93.67,473.74
15.29,38.73,1000.9,81.17,468.62
9.27,40.22,1008.1,89.24,481.23
16.2,38.73,1002.14,75.03,467.89
30.93,69.98,1013.33,62.1,432.25
8.6,42.28,1008.58,80.15,484.21
10.95,39.22,1015.69,62.3,474.07
29.78,70.98,1007.82,77.59,436.32
32.31,77.95,1010.15,62.17,430.15
24.42,66.56,1002.04,84.7,434.18
26.65,58.41,1013.53,65.83,442.66
30.62,64.69,1006.23,52.06,435.84
26.01,58.41,1013.56,70.84,443.74
19.92,48.98,1014.32,64.99,455.57
18.27,50.16,1011.07,95.91,451.76
27.9,63.13,1011.8,70.04,439.76
24.93,73.5,1011.28,83.09,437.35
22.98,58.46,1016.06,72.69,445.05
16.27,56.89,1013.74,84.36,454.88
25.71,66.05,1018.58,66.23,444.35
27.82,59.15,1012.74,42.78,442
9.68,38.16,1015.54,79.67,475.51
25.09,71.58,1010.17,86.01,434.51
22.87,71.29,1008.1,73.1,442.27
15.21,35.4,1016.31,58.26,468.18
29.13,62.26,1010.51,52.94,436.37
5.24,38.68,1018.03,78.65,486.67
24.38,58.2,1016.93,51.61,444.36
14.47,39.58,1011.31,69.85,467.34
26.52,71.64,1008.27,75.3,437.76
14.12,39.4,1008.02,76.45,468.63
21.95,50.66,1013.92,70.94,455.23
13.69,40.1,1014.38,83.57,470.76
9.55,38.08,1019.34,68.38,479.23
23.64,69.94,1005.2,64.53,439.66
21.26,51.43,1009.96,80.66,455.45
7,36.24,1013.15,89.64,483.06
22.74,58.12,1015.16,79.58,447.86
18.65,52.08,1005.48,99.94,449.55
25.91,68.08,1010.92,74.25,432.07
27.44,58.9,1003.86,66.74,442.19
12.57,39.3,1019.57,72.44,473.67
10.78,41.93,1015.56,95.71,478.88
14.28,44.84,1024.84,79.09,474.57
10.15,43.41,1018.4,82.07,473.43
26.85,63.56,1013.25,52.84,444.39
21.58,67.25,1017.39,79,446.15
24.23,59.04,1011.91,71.79,443.06
26.91,70.47,1007.55,72.59,434.24
12.27,41.17,1019.39,52.18,473.84
13.74,45.08,1024.97,84.79,466.79
28.84,73.03,1013.99,76.05,435.75
12.34,40.1,1015.77,92.26,470.92
27.46,69.98,1013.28,63.73,435.36
21.62,50.05,1007.2,92.9,444.16
19.95,57.25,1011.08,88.04,453.03
25.1,61.47,1007.84,75.75,447.27
24.94,63.94,1012.72,73.71,438.55
13.51,43.22,1009.63,75.02,465.89
19.98,60.77,1017.72,90.71,448.46
34.61,73.03,1013.61,36.91,438.56
25.62,58.82,1010.02,70.31,444.14
17.55,45.87,1008.07,80.98,454.29
25.47,60.75,1007.27,65.91,438.42
24.78,68.94,1007.29,70.56,435.93
24.24,70.32,1009.38,82.83,436.45
28.91,58.33,1013.84,39.72,437.53
26.2,71.73,1009.99,74.99,434.08
12.25,41.38,1021.81,59,474.77
19.45,58.95,1017.79,93.46,445.1
11.95,42.07,1018.52,84.73,467.91
26.92,63.73,1010.29,68.6,440.35
24.67,58.05,1011.31,69.95,444.57
9.05,40,1015.48,80.91,472.41
22.42,62.52,1016.83,63.27,451.64
25.1,69.89,1015.42,85.81,434.98
24.14,41.1,1002.1,38.49,450.13
31.87,67.32,1013.65,36.69,435.47
23.94,51.95,1008.18,71.87,451.84
20.51,39.72,1002.25,47.97,452.39
30.9,73.68,1014.95,40.9,430.29
9.43,43.69,1017.28,91.8,478.48
18.78,63.09,1019.22,80.2,452.86
9.19,40.62,1017.78,68.91,475.42
23.03,68.08,1012.63,70.37,441.71
24.45,66.49,1014.24,58.15,449.22
23.13,72.24,1010.92,92.3,437.67
7.01,37.8,1021.47,62.84,483.95
22.32,59.8,1016.82,64.18,451.21
25.16,47.01,1014.99,64,452.64
22.61,50.32,1008.41,79.4,444.74
27.03,65.12,1015.94,45.1,441.62
26.05,58.59,1012.32,49.83,452.41
17.22,36.71,1013.77,67.92,465.32
31.63,65.74,1010.83,50.59,437.54
20.37,60.08,1017.44,76.33,454.47
22.07,48.41,1008.71,81.29,444.01
27.85,66.44,1008.48,77.15,429
9.76,40.71,1020.88,91.82,470.95
9.88,40.71,1015.34,84.32,471.8
29.04,76.09,1007.52,75.44,430.32
32.43,68.31,1010.09,42.22,439.75
14.84,41.48,1017.26,63.42,460.3
15.48,44.99,1011.94,69.95,463.92
10.82,44.63,1020.64,90.26,473.23
19.8,57.25,1010.84,88.9,451.75
21.63,71.85,1009.44,76.89,434.1
12.38,48.04,1012.78,100.13,465.99
10.34,41.46,1017.75,89.73,478.03
10.15,41.46,1019.78,83.56,481.31
11.71,40.05,1014.49,86.09,471.49
20.66,51.19,1008.81,88.93,447.14
11.6,40.27,1008.55,72.12,473.89
19.47,43.43,1011.66,69.93,451.38
8.65,40.56,1023.23,78.85,485.87
7.94,42.02,1006.22,90.97,480.53
30.55,71.06,1009.33,73.38,432.6
16.85,52.9,1019.47,81.28,460.84
25.59,62.39,1006.37,74.06,435.84
29.04,60.07,1015.42,46.15,440.43
26.55,69.45,1013.88,55.39,435.64
15.65,39.59,1012.8,87.63,461.94
29.7,57.19,1008.41,55.07,436.29
16.69,50.9,1013.21,84.98,460.75
13.66,45,1021.97,79.04,473.12
17.88,45.87,1008.39,93.63,455.83
14.54,43.14,1010.26,82.98,465.45
22.75,59.39,1015.4,81.41,440.26
9.32,37.73,1022.14,79.49,477.91
24.33,46.93,1013.83,44.59,447.54
21.14,67.71,1006.38,56.78,445.12
20.9,67.71,1007.16,59.02,446.57
28.57,51.43,1012.02,47.79,450.04
23.66,77.54,1008.5,85.32,435.38
25.11,58.79,1015.99,60.55,442.34
18.89,43.56,1012.79,38.63,463.91
14.5,40.66,1016.81,82.93,463.53
5.52,39.33,1009.74,95.25,492.39
18.2,52.72,1025.87,54.26,463.47
30.7,71.58,1010,48.96,429.27
31.98,73.42,1010.66,60.06,432.2
14.07,43.34,1015.79,86,463.77
22.22,48.98,1015.87,53.18,447.1
10.79,43.56,1015.15,73.01,479.64
19.15,44.34,1019.54,48.09,468.8
23.28,48.92,1010.23,41.55,449.27
15.74,43.71,1024.7,78.38,462.66
10.04,39.13,1011.26,88.91,474.61
31.25,74.34,999.06,69.85,432.22
15.2,39,1016.1,72.76,463.88
26.11,62.44,1010.68,72.59,438.87
21.85,63.86,1020.16,68.84,445.62
27.34,63.78,1016.5,48.4,446.56
12.73,37.73,1021.89,61.76,470.89
16.22,50.88,1014.33,100.09,454.94
12.19,40.75,1015.13,88.98,475.36
11.64,41.44,1016.4,73.18,478.99
26.54,71.14,1007.52,72.04,431.31
22.63,58.49,1010.94,72.7,448.38
29.19,70.32,1008.28,55.42,427.9
28.61,72.29,1011.61,45.33,446.77
20.06,62.1,1020.21,72.21,451.81
25.3,49.3,1003.67,69.08,436.62
6.58,40.67,1020.18,71.07,494.84
27.93,73.68,1015.41,49.95,435.95
7.77,40.27,1010.25,83.65,485.54
20,63.31,1017.06,63.1,449.68
25.39,58.79,1015.85,62.59,441.51
14.33,45.51,1015.42,71.55,468.92
15.82,44.88,1018.59,78.88,461.9
6.14,38.5,1012.4,75.35,489.26
25.84,67.83,1009.26,59.55,433.32
13.07,38.47,1015.16,57.26,468.9
8.05,38.38,1021.14,86.39,482.17
27.49,63.78,1015.43,47.45,445.66
5,40.64,1021.05,94.84,485.27
25.64,63.47,1012.33,68.35,442.62
24.96,68.12,1011.27,70.22,437.62
13.39,49.83,1007.14,90.88,466.04
21.71,61.45,1010.97,91.62,445.72
22.59,59.43,1005.85,84.02,442
9.77,44.68,1023.37,91.4,477.56
16.71,40.56,1019.48,49.88,467.46
31.25,73.5,1010.81,45.2,432.25
16.85,39.64,1008.82,80.81,464.2
19.94,44.9,1008.52,74.69,459.47
32.91,73.68,1014.49,50.62,426.28
30.9,69.4,1003.53,66.69,425.3
19.62,52.05,1012.09,50.02,456.81
8.21,38.91,1015.82,88.99,481.32
15.6,44.68,1018.35,85.91,463.82
18.24,49.5,1014.37,79.36,464.13
5.42,41.38,1020.77,86.02,491.38
7.89,40.46,1019.61,74.53,477.27
30.27,70.32,1007.93,51.61,430.22
17.12,48.6,1007.38,79.15,454.47
28.28,61.86,1012.07,64.49,439.65
25.94,60.75,1007.22,64.76,439.46
18.34,65.94,1013.27,85.42,451.29
27.11,70.04,1009.76,71.25,431.96
24.54,48.41,1008.61,73.53,439.79
11.77,40.71,1024.55,72.49,477.94
29.57,67.83,1009.19,55.74,427.62
11.24,42.34,1021.3,95.19,469.3
24.75,58.79,1009.87,71.97,444.79
17.13,43.79,1016.09,58.94,465.3
17.36,41.23,998.08,63.46,459.1
14.22,39.39,1014.16,80.22,470.98
28.09,77.95,1017.07,70.98,436.94
28.61,52.84,1006,45.73,437.39
14.71,52.72,1024.7,70.29,462.34
21.33,50.32,1008.58,85.3,442.44
14.42,48.92,1011.76,76.03,461.14
28.52,64.96,1005.9,70.79,431.36
31.53,70.94,1007.11,50.04,431.84
6.03,41.14,1028.04,87.46,479.61
27.98,67.9,1006.3,73.53,436.08
14.66,40.89,1009.72,91.56,465.73
29.52,75.33,1002.62,70.64,433.39
30.04,67.25,1017.65,52.84,435.17
27.14,71.32,1007.8,87.99,431.96
24.31,65.34,1013.82,63.85,449.88
12.7,39.72,1017.89,62.97,467.77
11.77,39.39,1012.9,85.8,478.51
9.72,39.66,1018.31,76.07,480.05
24.2,60.77,1016.92,71.65,439.13
20.84,51.19,1008.63,84.11,448.98
33.08,69.75,1009.03,43.69,434.98
23.38,54.42,1013.95,73.02,451.87
22.16,65.48,1017.22,70.51,446
7.64,40.02,1031.58,71.19,479.43
31.09,59.57,1010.67,60.5,440.08
10,39.66,1016.83,78.91,479.97
24.88,63.91,1009.41,77.75,447.28
25.5,67.83,1009.29,61.29,437.49
10.07,44.68,1023.44,90.95,477.52
15.99,43.34,1014.2,78.66,465.96
4.04,35.47,1017.51,87.35,486.86
23.02,59.21,1011.74,83.18,440.5
12.5,43.67,1013.99,90.91,473.26
26.66,64.27,1012.83,58.88,437.87
28.19,62.6,1017.34,46.95,449.61
22.35,51.43,1011.34,77.33,445.34
30.72,69.13,1009.94,61.66,435.83
25.31,67.9,1006.34,68.04,440.36
28.84,75.6,1018.41,53.96,442.69
15.89,43.96,1014.02,75.24,467.35
2.34,39.42,1028.47,69.68,490.34
22.52,67.32,1011.4,66.2,443.49
26.03,64.44,1012.75,62.24,445.89
24.58,71.94,1006.85,89.02,433.99
28.93,72.99,1007.23,64.41,434.45
12.19,40.05,1014.77,84.39,473.92
21.03,59.8,1015.86,76.63,453.86
23.74,65.34,1013.7,62.9,447.31
9.06,41.92,1029.9,90.88,473.37
9.75,36.66,1026.21,70.12,479.45
26.07,71.37,1008.6,79.48,439.25
21.43,60.95,1015.27,75.49,449.12
29.96,70.04,1010.15,54.47,427.1
10.09,37.14,1012.99,72.59,473.66
13.35,41.44,1015.9,66.04,473.17
7.69,39.96,1023.9,89.18,478.05
24.98,60.32,1015.63,57.19,444.67
8.41,40.67,1019.97,69.2,489.25
28.43,69.59,1008.79,73.33,439.26
25.38,72.24,1010.76,89.64,432.3
30.61,68.84,1011.18,52.5,439.9
5.76,45.87,1010.83,95.79,481.4
6.89,39.37,1020.21,74.17,486.9
30.3,73.67,1005.57,58.74,431.57
20.76,51.19,1009,87.23,445
16.5,44.63,1020.58,64.11,458.78
31.58,66.54,1003.26,54,429.73
22.28,58.12,1014.54,83.27,448.97
31.26,68.94,1005.94,39.49,438.03
26.93,59.54,1004.02,75.5,437.58
24.97,63.86,1018.64,52.01,441.61
31.62,64.05,1010.94,58.93,439.09
8.25,41.26,1020.59,91.84,475.17
27.16,59.87,1011.78,58.84,446.38
10.62,39.64,1010.51,68.55,478.37
15.43,39.16,1016.44,79.8,470.74
